alpha,V0,kz,tier,xi_sponge,n_pts,amp0_log,gamma_r2,r2,t0,t1,gamma_plateau,plateau_t0,plateau_t1,has_plateau,gamma_sim,src,gamma_chased,ratio,rel_err
2.3,0.05,3.0,int,10.0,87,-13.286052744440276,0.1524096023732359,0.999995790799541,58.93676992299135,69.924981264566,0.1513342177827695,58.93676992299135,74.91962278346357,True,0.1513342177827695,abi/ym_k3_a2.300_circ_az2seed_v0.0500_sp10.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1570160612273983,0.9638136162618417,0.03618638373815832
2.7,0.05,3.0,int,9.0,86,-13.36622398778202,0.1566622932186266,0.9999952657033316,57.9378416203843,68.92605296218132,0.15599751767487158,57.9378416203843,71.9228378735805,True,0.15599751767487158,abi/ym_k3_a2.700_circ_az2seed_v0.0500_sp9.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1614284168610674,0.9663572294655537,0.033642770534446254
1.4,0.05,4.0,int,8.0,101,-13.181675285148065,0.12816719101576862,0.9999973664444658,61.93355486647784,74.91962282235222,0.1294281848200233,56.93891334498769,83.9099775610345,True,0.1294281848200233,abi/ym_k4_a1.400_circ_az2seed_v0.0500_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1329348376325666,0.9736212653131925,0.02637873468680751
1.7,0.05,4.0,int,8.0,101,-13.278753283142867,0.1373322096579903,0.9999966258445044,59.935698257881775,72.92176621375616,0.13847466313375775,54.94105673639163,79.91426434384238,True,0.13847466313375775,t130/ym_k4_a1.700_circ_az2seed_v0.0500_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1429677336715451,0.9685728351257931,0.03142716487420696
2.6,0.05,4.0,int,12.0,50,-13.491194980513505,0.15330776039509628,0.9999931526334968,40.95606049074986,45.950702014012045,,,,False,0.15330776039509628,abi/ym_k4_a2.600_circ_az2seed_v0.0500_sp12.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1757534096698082,0.8722889682943786,0.12771103170562134
2.7,0.05,4.0,int,12.0,47,-13.510065305446517,0.15508891802093905,0.9999955020341433,40.95606049610679,45.95070202002225,,,,False,0.15508891802093905,abi/ym_k4_a2.700_circ_az2seed_v0.0500_sp12.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1778440557314903,0.8720500518448192,0.12794994815518076
1.7,0.05,5.0,int,8.0,101,-13.390325125923825,0.13525846445841894,0.9999987916810209,49.946415214901485,64.93033977937192,0.13722047786736308,51.94427182349754,80.9131926481404,True,0.13722047786736308,t126/ym_k5_a1.700_circ_az2seed_v0.0500_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.1436145941812081,0.9554772525013918,0.04452274749860818
2.7,0.05,6.0,int,9.0,82,-13.712797734162205,0.16146731014536705,0.9999990345286484,57.93784159965156,67.92712463407425,0.15414174290468227,32.96463401359485,56.93891329620929,True,0.15414174290468227,abi/ym_k6_a2.700_circ_az2seed_v0.0500_sp9.0_eps0.15_nkz0_nkz1to5_bp14_hd5e-05_recorr,0.1740497232036161,0.8856190062672836,0.11438099373271642
2.1,0.05,7.0,int,10.0,99,-13.664215897511715,0.13557100477803263,0.9999997511354817,71.92283786206897,83.90997750574712,0.13429217354518624,49.946415181992336,89.90354732758621,True,0.13429217354518624,abi/ym_k7_a2.100_circ_az2seed_v0.0500_sp10.0_eps0.15_nkz0_nkz1to6_bp14_hd5e-05_recorr,0.1547635090606158,0.8677250494015898,0.1322749505984102
2.8,0.05,7.0,int,8.0,101,-13.808056912316175,0.15072308206078508,0.9999997333370145,63.93141147507389,76.91747943094828,0.1503679907698957,57.93784164928572,80.9131926481404,True,0.1503679907698957,abi/ym_k7_a2.800_circ_az2seed_v0.0500_sp8.0_eps0.15_nkz0_nkz1to6_bp14_hd5e-05_recorr,0.17091541620198,0.8797801515586968,0.12021984844130319
2.7,0.05,8.0,int,9.0,85,-13.856639009003985,0.13858748029155143,0.9999998874865891,72.92176614918574,82.91104918332078,0.13671593565429807,45.95070195702115,83.90997748673428,True,0.13671593565429807,abi/ym_k8_a2.700_circ_az2seed_v0.0500_sp9.0_eps0.15_nkz0_nkz1to7_bp14_hd5e-05_recorr,0.1661535712323336,0.8228287519810652,0.1771712480189348
0.9,0.1,1.0,int,10.0,101,-11.92103818237011,0.10759107019418997,0.9999991447362102,71.92283790945814,84.90890586533251,0.1079028626801708,66.92819638796799,85.90783416963055,True,0.1079028626801708,abi/ym_k1_a0.900_circ_az2seed_v0.1000_sp10.0_eps0.15_nkz0_bp14_hd5e-05_recorr,0.1190654421040358,0.9062483687406839,0.09375163125931602
0.7,0.1,2.0,int,9.0,101,-12.141954667265365,0.14891468109541162,0.9999993492494786,56.93891334498769,69.92498130086207,0.14861026176783962,54.94105673639163,71.92283790945814,True,0.14861026176783962,abi/ym_k2_a0.700_circ_az2seed_v0.1000_sp9.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1503538111225637,0.9884036903241328,0.011596309675867195
1.3,0.1,2.0,int,8.0,92,-12.451474238652025,0.1707536934413335,0.9999849602386849,50.94534350808525,61.93355485296637,,,,False,0.1707536934413335,abi/ym_k2_a1.300_circ_az2seed_v0.1000_sp8.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1762305009431689,0.9689224766852275,0.03107752331477256
1.8,0.1,2.0,int,8.0,67,-12.614185383654688,0.1702913260994026,0.9999900325027071,39.95713218548836,47.94855862258603,0.17142091451403335,38.95820388085114,49.94641523186044,True,0.17142091451403335,abi/ym_k2_a1.800_circ_az2seed_v0.1000_sp8.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1905147785857308,0.8997775174532967,0.10022248254670327
1.4,0.1,3.0,int,8.0,79,-12.691260732239586,0.1971283079257328,0.9999995826717893,39.95713213892873,48.94748687018769,0.19854674902824282,39.95713213892873,54.941056691027,True,0.19854674902824282,abi/ym_k3_a1.400_circ_az2seed_v0.1000_sp8.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.2015298911735821,0.9851975201893507,0.014802479810649253
1.8,0.1,3.0,int,8.0,65,-12.816918073079211,0.21427169688228678,0.9999997354274894,38.9582038826601,47.94855862481244,0.21487727176123933,38.9582038826601,51.9442718435468,True,0.21487727176123933,abi/ym_k3_a1.800_circ_az2seed_v0.1000_sp8.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.2197259634805022,0.9779330050829741,0.0220669949170259
1.4,0.1,5.0,int,8.0,101,-12.946673590980257,0.19384903910153128,0.9999999407341104,41.95498878051725,54.94105673639163,0.1925321690362719,31.965705737536947,58.93676995358375,True,0.1925321690362719,abi/ym_k5_a1.400_circ_az2seed_v0.1000_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.2016078246934367,0.9549836139992822,0.04501638600071776
2.0,0.1,6.0,int,8.0,53,-13.216171863381247,0.21663236376321307,0.9999998945870264,45.95070194985594,51.94427176940236,0.21436966205565292,32.964634007505346,51.94427176940236,True,0.21436966205565292,abi/ym_k6_a2.000_circ_az2seed_v0.1000_sp8.0_eps0.15_nkz0_nkz1to5_bp14_hd5e-05_recorr,0.2301240399239928,0.9315396258750569,0.06846037412494309
2.0,0.1,7.0,int,8.0,53,-13.29324725747158,0.19707638113262727,0.9999984416052896,45.95070200868872,51.94427183590898,0.1879061135489899,27.969992527027912,39.957132181468445,True,0.1879061135489899,abi/ym_k7_a2.000_circ_az2seed_v0.1000_sp8.0_eps0.15_nkz0_nkz1to6_bp14_hd5e-05_recorr,0.2217057517384805,0.8475473102323482,0.15245268976765186
