kz,alpha,V0,eps,xi_sponge,gamma_chased
1.0,1.0,0.08,0.15,11.0,0.10842871086592157
1.0,2.0,0.08,0.15,8.0,0.09873413216511259
2.0,4.0,0.08,0.15,8.0,0.17347949340779478
2.0,5.0,0.08,0.15,8.0,0.13781988551783167
3.0,1.0,0.08,0.15,8.0,0.15392265929876764
3.0,2.0,0.08,0.15,8.0,0.19661124270043295
7.0,4.0,0.08,0.15,8.0,0.26689837376825143
7.0,5.0,0.1,0.15,8.0,0.33898638621903865
7.0,6.0,0.07,0.15,8.0,0.2889323496266187
8.0,3.0,0.07,0.15,8.0,0.21011064643516816
5.0,3.5,0.08,0.15,8.0,0.2563916910755096
5.0,3.5,0.1,0.15,8.0,0.29606242359393914
5.0,5.5,0.07,0.15,8.0,0.27284477930656487
6.0,3.5,0.07,0.15,8.0,0.23521606202323975
8.0,4.0,0.07,0.15,8.0,0.2399124457478102
8.0,5.5,0.08,0.15,8.0,0.3009807830322939
8.0,5.5,0.1,0.15,8.0,0.34814604633337237
9.0,1.5,0.1,0.15,8.0,0.17608098971466202
2.0,3.0,0.08,0.15,8.0,0.17987293115013672
2.0,4.5,0.08,0.15,8.0,0.1592465198116706
2.0,5.5,0.1,0.15,8.0,0.19133633238980546
3.0,1.5,0.1,0.15,8.0,0.20654720356972828
6.0,5.0,0.08,0.15,8.0,0.29413027815707604
6.0,5.5,0.07,0.15,8.0,0.27900877760784887
6.0,6.0,0.1,0.15,8.0,0.3598987914010613
7.0,2.5,0.08,0.15,8.0,0.21586836278500177
9.0,2.0,0.08,0.15,8.0,0.1798223410309234
9.0,3.0,0.08,0.15,8.0,0.2198563569640331
9.0,3.5,0.08,0.15,8.0,0.23716789163592883
9.0,4.0,0.1,0.15,8.0,0.2906974565631226
9.0,4.5,0.08,0.15,8.0,0.26796238393384697
9.0,4.5,0.1,0.15,8.0,0.3085069947361629
1.0,0.8,0.2,0.15,8.0,0.14949427033634477
1.0,2.0,0.1,0.15,8.0,0.08271235669990706
1.0,3.0,0.07,0.15,8.0,0.06366923588924178
1.0,3.5,0.1,0.15,8.0,0.8503358105743393
1.0,5.5,0.07,0.15,8.0,1.0717286768704306
2.0,3.0,0.07,0.15,8.0,0.1679960092226621
1.0,5.5,0.1,0.15,8.0,0.2000317304026633
2.0,0.9,0.08,0.15,8.0,0.13577231925572517
2.0,1.0,0.08,0.15,8.0,0.14052599242821612
2.0,1.5,0.1,0.15,8.0,0.18297682151385805
3.0,4.5,0.07,0.15,8.0,0.2207508575234196
3.0,5.0,0.07,0.15,8.0,0.22377775051949056
3.0,6.0,0.07,0.15,8.0,0.22564017405604747
4.0,4.5,0.1,0.15,8.0,0.3038959766074617
4.0,5.0,0.08,0.15,8.0,0.2731887837896425
4.0,5.5,0.08,0.15,8.0,0.2783212633938116
5.0,1.5,0.08,0.15,8.0,0.18169710508105602
5.0,2.0,0.08,0.15,8.0,0.20558202609290654
2.0,2.0,0.08,0.15,8.0,0.16999591384286838
2.0,3.5,0.2,0.15,8.0,0.286545439914811
2.0,5.5,0.07,0.15,8.0,0.13576730504896262
3.0,3.0,0.08,0.15,8.0,0.22049052900711757
9.0,3.5,0.2,0.15,8.0,0.4278688786429257
9.0,4.0,0.07,0.15,8.0,0.23333579197398152
9.0,4.5,0.07,0.15,8.0,0.24666832662515034
9.0,5.5,0.08,0.15,8.0,0.2947238096306414
3.0,3.5,0.2,0.15,8.0,0.3628740811058835
3.0,4.5,0.08,0.15,8.0,0.23718693461607682
4.0,2.5,0.1,0.15,8.0,0.25761896637783593
4.0,3.5,0.1,0.15,8.0,0.28655603741086527
7.0,5.0,0.08,0.15,8.0,0.2932573892691812
7.0,6.0,0.1,0.15,8.0,0.36394415886379866
8.0,2.5,0.08,0.15,8.0,0.20853043081884282
8.0,4.0,0.08,0.15,8.0,0.2607044579715792
6.0,3.5,0.08,0.15,8.0,0.2561742483415368
6.0,5.5,0.1,0.15,8.0,0.3504280003994593
7.0,1.5,0.2,0.15,8.0,0.28878690622942654
7.0,4.0,0.2,0.15,8.0,0.48218289034346795
8.0,4.5,0.1,0.15,8.0,0.31751085379551497
8.0,6.0,0.07,0.15,8.0,0.2865049549407314
9.0,1.5,0.2,0.15,8.0,0.26025436922782036
9.0,3.5,0.1,0.15,8.0,0.27158919528811665
5.0,5.5,0.08,0.15,8.0,0.2967991473533725
6.0,1.5,0.08,0.15,8.0,0.17621926056761622
6.0,1.5,0.1,0.15,8.0,0.20082809791778738
6.0,2.0,0.08,0.15,8.0,0.20101996949349127
1.0,3.5,0.08,0.15,8.0,0.3804703096768472
1.0,4.0,0.08,0.15,8.0,0.6559937221886453
1.0,4.5,0.1,0.15,8.0,0.17466342517294225
1.0,5.0,0.08,0.15,8.0,1.1659497791352798
4.0,4.5,0.07,0.15,8.0,0.2454359694200559
4.0,5.0,0.07,0.15,8.0,0.2519820935988878
4.0,6.0,0.07,0.15,8.0,0.26195020581182926
5.0,4.5,0.1,0.15,8.0,0.32175582328485797
9.0,5.5,0.1,0.15,8.0,0.34067085938495484
1.0,2.0,0.2,0.15,8.0,0.20929545579950048
1.0,2.5,0.08,0.15,8.0,0.07516247403680913
1.0,3.0,0.08,0.15,8.0,0.10164687993337779
5.0,6.0,0.1,0.15,8.0,0.34560876789637085
6.0,2.5,0.08,0.15,8.0,0.22201328620938282
6.0,3.5,0.1,0.15,8.0,0.295634164219689
6.0,4.0,0.08,0.15,8.0,0.27031960763749585
3.0,5.0,0.08,0.15,8.0,0.23869283486883727
3.0,5.5,0.08,0.15,8.0,0.23795075063627832
3.0,5.5,0.1,0.15,8.0,0.22850916577829525
4.0,1.5,0.08,0.15,8.0,0.18382482478128115
6.0,6.0,0.07,0.15,8.0,0.2873674697163562
7.0,1.5,0.08,0.15,8.0,0.16948022852841085
7.0,4.0,0.07,0.15,8.0,0.24520694865837067
7.0,5.5,0.08,0.15,8.0,0.304691187815601
4.0,1.5,0.1,0.15,8.0,0.21158663238610312
4.0,2.0,0.08,0.15,8.0,0.2055989666902659
4.0,5.5,0.07,0.15,8.0,0.2574491056333751
5.0,6.0,0.08,0.15,8.0,0.3037036006007394
2.0,0.8,0.08,0.15,9.0,0.1357973505939991
2.0,3.5,0.1,0.15,8.0,0.18013797643173723
2.0,4.5,0.07,0.15,8.0,0.1645806767878152
2.0,6.0,0.07,0.15,8.0,0.1796075681580766
1.0,4.0,0.07,0.15,8.0,0.3804824618938497
1.0,4.0,0.1,0.15,8.0,1.1659184680046362
1.0,4.5,0.08,0.15,8.0,0.9139758125030084
1.0,5.0,0.1,0.15,8.0,0.1880411778783324
9.0,3.5,0.07,0.15,8.0,0.21894328600296484
9.0,4.0,0.08,0.15,8.0,0.25313556363380996
9.0,6.0,0.1,0.15,8.0,0.35515192714976385
7.0,5.5,0.1,0.15,8.0,0.3521726913356965
8.0,2.0,0.08,0.15,8.0,0.1871131109766177
8.0,2.5,0.1,0.15,8.0,0.2379346777263895
8.0,3.0,0.08,0.15,8.0,0.22763038409882982
8.0,3.5,0.08,0.15,8.0,0.2449149981121727
8.0,4.0,0.1,0.15,8.0,0.30013633630910797
8.0,4.5,0.08,0.15,8.0,0.2752157996807714
8.0,5.0,0.1,0.15,8.0,0.3334844705819578
2.0,6.0,0.08,0.15,8.0,0.8181145531029272
3.0,1.0,0.1,0.15,8.0,0.1774334932361717
3.0,3.5,0.08,0.15,8.0,0.22820083293691695
3.0,4.5,0.1,0.15,8.0,0.2598012862400444
8.0,0.7,0.08,0.15,8.0,0.11149074670981048
8.0,0.9,0.07,0.15,8.0,0.11758944998124955
8.0,1.5,0.03,0.15,8.0,0.09392505338869632
9.0,0.9,0.05,0.15,8.0,0.0941862735010396
6.0,0.5,0.1,0.15,8.0,0.11746773137404208
6.0,0.6,0.07,0.15,8.0,0.10602084585458496
6.0,0.7,0.07,0.15,8.0,0.11414020622741296
6.0,0.8,0.05,0.15,8.0,0.10091431640493706
6.0,0.8,0.07,0.15,8.0,0.12162640490198018
6.0,0.8,0.08,0.15,8.0,0.1309247205347718
6.0,1.0,0.04,0.15,8.0,0.09835418075532772
7.0,0.6,0.1,0.15,8.0,0.12203173938854253
5.0,0.6,0.08,0.15,8.0,0.11952283238126712
5.0,0.7,0.04,0.15,9.0,0.08841649293142538
5.0,0.7,0.07,0.15,8.0,0.11919910403407212
5.0,0.7,0.08,0.15,8.0,0.12850341385238762
7.0,0.7,0.07,0.15,8.0,0.10889899422206667
7.0,1.0,0.04,0.15,8.0,0.09504893554523317
7.0,1.5,0.03,0.15,8.0,0.0965783635451534
8.0,0.6,0.1,0.15,8.0,0.11607269378226137
1.0,0.4,0.04,0.15,14.0,0.060651711120835186
2.0,0.6,0.03,0.15,14.0,0.07112966470473377
3.0,0.5,0.05,0.15,8.0,0.0873525279400417
3.0,0.6,0.08,0.15,8.0,0.12545036112603497
3.0,0.8,0.04,0.15,10.0,0.09584892470087629
4.0,0.3,0.2,0.15,8.0,0.14815061729523865
4.0,0.6,0.07,0.15,8.0,0.1149227466065759
4.0,0.7,0.04,0.15,9.0,0.09031831771967135
9.0,0.9,0.07,0.15,8.0,0.11251712036759234
9.0,1.0,0.07,0.15,8.0,0.11854982952655985
1.0,6.0,0.1,0.15,8.0,0.23117185015104158
2.0,0.5,0.1,0.15,10.0,0.13779978552192268
8.0,2.0,0.2,0.15,8.0,0.322221119482076
8.0,3.5,0.2,0.15,8.0,0.4446315562021368
8.0,4.0,0.2,0.15,8.0,0.4765859011184397
8.0,6.0,0.1,0.15,8.0,0.3615622495255814
6.0,1.5,0.03,0.15,8.0,0.09862541353738552
6.0,4.5,0.1,0.15,8.0,0.32675861280777346
7.0,4.5,0.1,0.15,8.0,0.32427985595002196
8.0,1.5,0.07,0.15,8.0,0.15090063647148055
4.0,1.5,0.03,0.15,8.0,0.09813851717033563
5.0,0.9,0.08,0.15,8.0,0.14440038775754604
5.0,0.9,0.2,0.15,8.0,0.24531501895294605
5.0,5.0,0.1,0.15,8.0,0.33145017056319503
9.0,1.0,0.2,0.15,8.0,0.20850778453096336
9.0,2.0,0.03,0.15,8.0,0.10370792147580639
9.0,2.0,0.05,0.15,8.0,0.13825886686028055
9.0,5.0,0.1,0.15,8.0,0.32513903639501057
2.0,0.8,0.05,0.15,11.0,0.10473086025356075
2.0,1.0,0.03,0.15,8.0,0.07213915227818866
2.0,4.5,0.1,0.15,8.0,0.47322578898473466
3.0,0.9,0.07,0.15,8.0,0.13576199965195995
1.0,0.4,0.08,0.15,14.0,0.09764488877993568
1.0,0.5,0.04,0.15,14.0,0.06434654418201113
1.0,0.5,0.07,0.15,14.0,0.0942507856877834
1.0,0.6,0.05,0.15,14.0,0.07847846933564394
3.0,3.5,0.1,0.15,8.0,0.25854774578119516
3.0,4.0,0.2,0.15,8.0,0.3334388000510793
4.0,0.7,0.2,0.15,8.0,0.2274299438325773
4.0,1.0,0.05,0.15,8.0,0.11656957044210683
7.0,1.0,0.08,0.15,8.0,0.13926941683389737
8.0,1.0,0.08,0.15,8.0,0.13305428057676683
8.0,4.5,0.2,0.15,8.0,0.5023008360106301
9.0,2.5,0.03,0.15,8.0,0.11450512023369173
6.0,0.9,0.08,0.15,8.0,0.13852202943422853
6.0,1.5,0.04,0.15,8.0,0.11719582532376653
6.0,2.0,0.03,0.15,8.0,0.11065678192781928
6.0,4.0,0.2,0.15,8.0,0.47379820225522057
4.0,0.8,0.07,0.15,8.0,0.13031608576645676
4.0,1.5,0.04,0.15,8.0,0.11826049385802906
4.0,4.0,0.2,0.15,8.0,0.46585643282220596
5.0,1.5,0.03,0.15,8.0,0.09946827453706303
1.0,3.5,0.2,0.15,8.0,0.40324986113543887
2.0,0.7,0.08,0.15,9.0,0.12981006885008506
3.0,0.8,0.07,0.15,8.0,0.12969847989963945
3.0,1.0,0.04,0.15,9.0,0.10131177935922969
2.0,0.6,0.07,0.15,11.0,0.11956501190405523
2.0,0.6,0.08,0.15,10.0,0.12717321846323368
2.0,0.7,0.04,0.15,13.0,0.08955019589079374
2.0,0.8,0.07,0.15,9.0,0.12424905859760291
5.0,1.0,0.08,0.15,8.0,0.15154173820757805
6.0,1.0,0.07,0.15,8.0,0.13512085244601132
6.0,1.5,0.05,0.15,8.0,0.13375983258289642
7.0,0.9,0.08,0.15,8.0,0.1322896618516947
2.0,1.0,0.04,0.15,11.0,0.09621592037276136
3.0,0.7,0.08,0.15,8.0,0.13366353548744053
3.0,0.8,0.08,0.15,8.0,0.14105154976626025
3.0,0.9,0.04,0.15,10.0,0.09991610003812648
3.0,0.9,0.08,0.15,8.0,0.14776758267862156
4.0,1.0,0.04,0.15,8.0,0.10149586417646028
4.0,1.0,0.07,0.15,8.0,0.143269541713368
5.0,1.0,0.07,0.15,8.0,0.1402140229644026
9.0,1.0,0.1,0.15,8.0,0.14330976763661946
1.0,0.4,0.07,0.15,14.0,0.08926702488056877
1.0,0.5,0.08,0.15,14.0,0.10282954960303253
1.0,0.7,0.03,0.15,18.0,0.06089026248561486
6.0,1.0,0.08,0.15,8.0,0.1456544251147096
7.0,0.8,0.1,0.15,8.0,0.14085011490172655
7.0,1.0,0.07,0.15,8.0,0.12943966500095355
7.0,1.5,0.04,0.15,8.0,0.1141201283176283
1.0,0.7,0.04,0.15,14.0,0.0698670742936519
2.0,0.7,0.07,0.15,10.0,0.12267997457174183
2.0,0.9,0.04,0.15,12.0,0.09505322184095978
3.0,1.5,0.03,0.15,8.0,0.09304541726390876
9.0,3.0,0.2,0.15,8.0,0.38979494206232257
9.0,4.0,0.2,0.15,8.0,0.4629431753538803
9.0,4.5,0.2,0.15,8.0,0.49394187390614813
4.0,0.7,0.08,0.15,8.0,0.13302237538329204
4.0,0.7,0.1,0.15,8.0,0.15155854492005158
4.0,1.0,0.08,0.15,8.0,0.15538969104449363
5.0,4.0,0.2,0.15,8.0,0.43550223543071476
9.0,0.7,0.2,0.15,8.0,0.17254712224223567
9.0,1.5,0.05,0.15,8.0,0.12056197537340543
9.0,1.5,0.07,0.15,8.0,0.1448573138189839
9.0,2.5,0.2,0.15,8.0,0.34932584065259065
5.0,0.8,0.03,0.15,9.0,0.07897198093284621
6.0,0.3,0.2,0.15,8.0,0.1309054849086281
6.0,0.6,0.05,0.15,8.0,0.0883055881525475
6.0,0.7,0.03,0.15,9.0,0.07248948818865632
9.0,0.6,0.05,0.15,8.0,0.07724110310773664
9.0,0.7,0.04,0.15,8.0,0.0741085577195664
9.0,0.7,0.05,0.15,8.0,0.08330710316761426
9.0,0.9,0.03,0.15,8.0,0.07175263010741774
3.0,0.5,0.04,0.15,13.0,0.08458821891691423
3.0,0.6,0.03,0.15,13.0,0.0750924297080778
4.0,0.6,0.04,0.15,10.0,0.08646658367559928
5.0,0.6,0.03,0.15,10.0,0.07106073327946562
8.0,0.5,0.07,0.15,8.0,0.0879941314572259
8.0,0.7,0.04,0.15,8.0,0.0772619274085525
8.0,0.8,0.04,0.15,8.0,0.0823413075823873
9.0,0.3,0.2,0.15,8.0,0.11137623974268299
6.0,0.7,0.04,0.15,8.0,0.08383106292574674
7.0,0.5,0.05,0.15,8.0,0.07736218448775131
7.0,0.8,0.03,0.15,8.0,0.07316645583941939
8.0,0.4,0.1,0.15,8.0,0.09469986501743956
3.0,1.0,0.03,0.15,10.0,0.08561544605857711
4.0,0.9,0.04,0.15,8.0,0.09740197571784547
5.0,0.8,0.07,0.15,8.0,0.12673725966376312
5.0,0.8,0.08,0.15,8.0,0.13675260426397778
2.0,0.4,0.08,0.15,12.0,0.11570989997779282
2.0,0.5,0.05,0.15,14.0,0.09494151976302737
2.0,0.5,0.08,0.15,11.0,0.12255878516893928
2.0,0.6,0.04,0.15,14.0,0.08658010273944727
2.0,0.3,0.08,0.15,14.0,0.10785902934387251
2.0,0.4,0.05,0.15,14.0,0.08810697067548928
3.0,0.3,0.1,0.15,10.0,0.1128932774711571
3.0,0.5,0.03,0.15,14.0,0.07108919927422472
5.0,0.9,0.04,0.15,8.0,0.09648721341922187
5.0,1.0,0.03,0.15,8.0,0.08483428474608658
7.0,0.5,0.2,0.15,8.0,0.1606730002052309
7.0,0.9,0.07,0.15,8.0,0.1230232536938208
9.0,0.8,0.1,0.15,8.0,0.12800927939244655
9.0,0.9,0.08,0.15,8.0,0.12073869976941462
9.0,0.9,0.1,0.15,8.0,0.1358654043694932
2.0,0.4,0.1,0.15,11.0,0.13042962356385351
6.0,0.9,0.04,0.15,8.0,0.09386730507842064
8.0,0.8,0.08,0.15,8.0,0.11912906625459851
9.0,0.6,0.2,0.15,8.0,0.1591764973537741
9.0,0.8,0.08,0.15,8.0,0.11383844657616227
5.0,0.9,0.03,0.15,9.0,0.08286997145721323
6.0,0.7,0.08,0.15,8.0,0.1227751799281197
7.0,0.8,0.08,0.15,8.0,0.12488104441794654
7.0,1.0,0.05,0.15,8.0,0.10756908757517628
4.0,0.7,0.05,0.15,9.0,0.1033636961799188
4.0,0.8,0.04,0.15,9.0,0.09527768929410586
5.0,0.5,0.1,0.15,8.0,0.12383011233586233
5.0,0.6,0.07,0.15,8.0,0.11097486246000675
3.0,0.5,0.1,0.15,8.0,0.13278544240297088
3.0,0.7,0.04,0.15,11.0,0.0930856247374219
4.0,0.5,0.08,0.15,8.0,0.11430076626470909
5.0,0.8,0.04,0.15,8.0,0.09176928413838414
9.0,1.0,0.08,0.15,8.0,0.12726349557241026
1.0,0.3,0.07,0.15,14.0,0.08253262213660628
2.0,0.5,0.07,0.15,12.0,0.11482255038064375
3.0,0.3,0.2,0.15,8.0,0.15618788310250414
8.0,0.7,0.1,0.15,8.0,0.12541853993170238
8.0,0.8,0.07,0.15,8.0,0.1109745411929569
8.0,0.9,0.08,0.15,8.0,0.12629137204868662
8.0,1.0,0.07,0.15,8.0,0.12382699211413514
7.0,0.7,0.08,0.15,8.0,0.11696220215389831
7.0,0.8,0.07,0.15,8.0,0.11620193266023213
9.0,0.5,0.2,0.15,8.0,0.14479354989538332
9.0,0.7,0.1,0.15,8.0,0.11966064271157852
1.0,0.3,0.08,0.15,14.0,0.09040899343058822
2.0,0.5,0.04,0.15,14.0,0.081716739509416
3.0,0.5,0.07,0.15,10.0,0.11401082074354525
4.0,0.7,0.07,0.15,8.0,0.12298710486217256
5.0,1.0,0.04,0.15,8.0,0.10085718027058899
6.0,0.6,0.08,0.15,8.0,0.11395371559724646
6.0,1.0,0.03,0.15,8.0,0.0832735481966118
3.0,0.5,0.08,0.15,9.0,0.12035540282779447
3.0,0.6,0.07,0.15,9.0,0.11958544722753536
4.0,0.5,0.1,0.15,8.0,0.12970092691425433
4.0,0.6,0.08,0.15,8.0,0.12415979920021684
6.0,0.4,0.05,0.15,8.0,0.07289797045355599
7.0,0.6,0.03,0.15,8.0,0.06412805603382843
8.0,0.3,0.04,0.15,10.0,0.05229011956075009
8.0,0.4,0.03,0.15,8.0,0.05075053304995185
8.0,1.0,0.04,0.15,8.0,0.09150654986978309
9.0,0.6,0.1,0.15,8.0,0.11070844600199828
9.0,0.7,0.08,0.15,8.0,0.10649004694394272
9.0,0.8,0.07,0.15,8.0,0.106129770639382
9.0,1.0,0.05,0.15,8.0,0.0991378383657863
2.0,0.3,0.1,0.15,13.0,0.1221110996808539
3.0,0.4,0.07,0.15,11.0,0.10617539381841813
3.0,0.7,0.03,0.15,12.0,0.07830367251232762
8.0,0.4,0.04,0.15,9.0,0.059667205206769935
8.0,0.4,0.07,0.15,8.0,0.07878197142399296
8.0,0.5,0.04,0.15,8.0,0.06571444484862941
9.0,0.3,0.04,0.15,10.0,0.04979920246040017
9.0,0.3,0.1,0.15,8.0,0.07811823481257398
9.0,0.4,0.03,0.15,10.0,0.049442633784901775
9.0,0.4,0.1,0.15,8.0,0.0902673275951551
2.0,0.4,0.07,0.15,13.0,0.1081763637124721
3.0,0.6,0.04,0.15,12.0,0.08936027113976115
4.0,0.8,0.03,0.15,10.0,0.08114945569933604
6.0,0.8,0.04,0.15,8.0,0.08904784199785057
7.0,0.6,0.08,0.15,8.0,0.10842146251294311
5.0,0.3,0.05,0.15,8.0,0.06672526801497151
6.0,0.3,0.05,0.15,8.0,0.06349593431537925
6.0,0.3,0.08,0.15,8.0,0.08119462489492336
6.0,0.4,0.04,0.15,10.0,0.06664453591862292
2.0,0.3,0.04,0.15,14.0,0.06886919801087062
3.0,0.3,0.05,0.15,8.0,0.07076762380484225
4.0,0.3,0.05,0.15,8.0,0.0695713320463306
4.0,0.3,0.07,0.15,11.0,0.0895443918674304
9.0,1.0,0.03,0.15,8.0,0.07540459217183662
9.0,0.7,0.07,0.15,8.0,0.09931950474047282
9.0,0.9,0.04,0.15,8.0,0.08367015964912954
9.0,1.0,0.04,0.15,8.0,0.08800971540925505
1.0,0.4,0.03,0.15,14.0,0.049510878229280166
7.0,0.8,0.04,0.15,8.0,0.0857463027967803
7.0,1.0,0.03,0.15,8.0,0.08088834258938574
8.0,0.9,0.04,0.15,8.0,0.08707087226462615
8.0,1.0,0.03,0.15,8.0,0.0781753607123778
4.0,0.4,0.1,0.15,8.0,0.11675500791976083
4.0,0.5,0.07,0.15,9.0,0.10888311276773074
6.0,0.8,0.03,0.15,8.0,0.07562584810660626
7.0,0.5,0.1,0.15,8.0,0.11141946348404153
8.0,0.4,0.2,0.15,8.0,0.13565331959763152
8.0,0.6,0.07,0.15,8.0,0.09629748178086431
8.0,0.7,0.07,0.15,8.0,0.10391019042581888
9.0,0.4,0.2,0.15,8.0,0.12905381356194362
9.0,0.6,0.08,0.15,8.0,0.09859362838644055
1.0,0.3,0.04,0.15,14.0,0.05596691075761599
2.0,0.4,0.04,0.15,14.0,0.07595613529531395
3.0,0.4,0.08,0.15,10.0,0.11251707792502237
6.0,0.5,0.08,0.15,8.0,0.10428839433212533
6.0,0.9,0.03,0.15,8.0,0.07959219467413965
7.0,0.9,0.04,0.15,8.0,0.09055417138527692
8.0,0.8,0.05,0.15,8.0,0.0927832690858286
4.0,0.6,0.05,0.15,9.0,0.09689074824415063
5.0,0.5,0.07,0.15,8.0,0.10188843386268537
5.0,0.5,0.08,0.15,8.0,0.10962448990965626
7.0,0.6,0.07,0.15,8.0,0.1010092688722747
8.0,0.5,0.1,0.15,8.0,0.1059193167765286
8.0,0.3,0.08,0.15,8.0,0.07312752385439847
4.0,0.7,0.03,0.15,11.0,0.07819697860123383
5.0,0.6,0.04,0.15,9.0,0.0826674750547593
4.0,0.5,0.05,0.15,10.0,0.09144849779826833
8.0,0.6,0.08,0.15,8.0,0.10327117963739342
8.0,0.6,0.03,0.15,8.0,0.06159067914233311
9.0,0.3,0.03,0.15,11.0,0.04319196766164285
9.0,0.4,0.05,0.15,8.0,0.06325503105558283
9.0,0.4,0.08,0.15,8.0,0.0805044853269986
9.0,0.5,0.03,0.15,9.0,0.0547027693411308
9.0,0.5,0.04,0.15,8.0,0.06291000169179305
9.0,0.5,0.07,0.15,8.0,0.08401402410209177
9.0,0.5,0.1,0.15,8.0,0.10099263699869651
9.0,0.6,0.03,0.15,8.0,0.05914134023574711
9.0,0.6,0.04,0.15,8.0,0.06876173867688604
9.0,0.6,0.07,0.15,8.0,0.09199256857124673
9.0,0.8,0.03,0.15,8.0,0.06785837335596984
7.0,0.5,0.04,0.15,9.0,0.0696935602998207
7.0,0.9,0.03,0.15,8.0,0.07716318991596462
8.0,0.3,0.05,0.15,8.0,0.05747086844580365
8.0,0.4,0.08,0.15,8.0,0.08440138348659419
6.0,0.6,0.04,0.15,8.0,0.07812850577615763
7.0,0.3,0.03,0.15,8.0,0.046246047416342174
7.0,0.3,0.1,0.15,8.0,0.08633037608066041
7.0,0.4,0.05,0.15,8.0,0.06944296664854711
1.0,0.3,0.03,0.15,14.0,0.04569577277333235
3.0,0.3,0.04,0.15,14.0,0.07017344984183328
3.0,0.3,0.08,0.15,12.0,0.10340675018547375
3.0,0.4,0.04,0.15,14.0,0.0785581998814009
4.0,0.3,0.04,0.15,14.0,0.06745813823078098
4.0,0.4,0.03,0.15,8.0,0.05890394500436233
4.0,0.4,0.08,0.15,9.0,0.10608260914719489
4.0,0.5,0.03,0.15,8.0,0.06459488031542299
5.0,0.4,0.05,0.15,8.0,0.07634183394517005
5.0,0.5,0.05,0.15,8.0,0.08460858470532592
6.0,0.4,0.07,0.15,8.0,0.0871484185778162
6.0,0.4,0.08,0.15,8.0,0.09351599237634614
4.0,0.4,0.04,0.15,12.0,0.07500504548229592
4.0,0.4,0.07,0.15,9.0,0.09841407272886826
5.0,0.3,0.08,0.15,9.0,0.0876766010401592
5.0,0.4,0.03,0.15,8.0,0.057514069032569004
7.0,0.3,0.07,0.15,8.0,0.07182940681839507
7.0,0.4,0.03,0.15,8.0,0.05303806545305504
7.0,0.5,0.07,0.15,8.0,0.0923816335847028
7.0,0.5,0.08,0.15,8.0,0.09909818902845371
9.0,0.8,0.05,0.15,8.0,0.08892881780139708
2.0,0.3,0.03,0.15,14.0,0.056934906184487835
4.0,0.3,0.03,0.15,8.0,0.05212417651721685
4.0,0.3,0.08,0.15,10.0,0.09478065360540257
3.0,0.3,0.07,0.15,12.0,0.09560781919522272
3.0,0.4,0.03,0.15,14.0,0.06553028919137441
4.0,0.3,0.1,0.15,9.0,0.10477211396710591
4.0,0.5,0.04,0.15,11.0,0.08140942584398772
9.0,0.4,0.04,0.15,8.0,0.05639490307063768
9.0,0.5,0.05,0.15,8.0,0.07061581009116001
9.0,0.5,0.08,0.15,8.0,0.09000536757752543
3.0,0.3,0.03,0.15,8.0,0.05215545702454917
5.0,0.4,0.04,0.15,11.0,0.07090790305345622
5.0,0.4,0.08,0.15,8.0,0.09852369080785807
5.0,0.5,0.04,0.15,10.0,0.07745109170703333
6.0,0.5,0.05,0.15,8.0,0.0810490567293903
5.0,0.3,0.03,0.15,8.0,0.050541628921407296
5.0,0.4,0.07,0.15,9.0,0.09371419213678778
6.0,0.3,0.04,0.15,12.0,0.05917076044093371
6.0,0.3,0.07,0.15,9.0,0.07708345254909517
8.0,0.3,0.07,0.15,8.0,0.06829412358847302
8.0,0.3,0.1,0.15,8.0,0.08197877843638951
8.0,0.6,0.04,0.15,8.0,0.07175621270542945
8.0,0.8,0.03,0.15,8.0,0.07050361128521157
7.0,0.4,0.04,0.15,9.0,0.06263626155901687
7.0,0.5,0.03,0.15,8.0,0.058911296618984935
7.0,0.6,0.04,0.15,8.0,0.07492955666035961
8.0,0.4,0.05,0.15,8.0,0.06620670149631429
4.0,0.4,0.05,0.15,8.0,0.07915050299994345
5.0,0.3,0.04,0.15,13.0,0.06324172299409869
5.0,0.3,0.07,0.15,10.0,0.08303008948681695
5.0,0.5,0.03,0.15,8.0,0.06343962658527412
6.0,0.3,0.03,0.15,8.0,0.048432824334706824
6.0,0.4,0.03,0.15,8.0,0.05537404837425129
6.0,0.5,0.04,0.15,9.0,0.0730421342707752
7.0,0.3,0.04,0.15,11.0,0.05551409117593821
8.0,0.7,0.03,0.15,8.0,0.06623362746226848
9.0,0.3,0.07,0.15,8.0,0.06513264987709484
9.0,0.3,0.08,0.15,8.0,0.06971928932150485
9.0,0.7,0.03,0.15,8.0,0.06367565922178663
6.0,0.3,0.1,0.15,8.0,0.09119877096337506
6.0,0.4,0.1,0.15,8.0,0.10518829879525564
6.0,0.5,0.03,0.15,8.0,0.061332246337515745
6.0,0.5,0.07,0.15,8.0,0.09710620806445297
7.0,0.4,0.1,0.15,8.0,0.09967245873868177
7.0,0.7,0.03,0.15,8.0,0.06884542060984884
7.0,0.7,0.04,0.15,8.0,0.08056540044382303
8.0,0.5,0.03,0.15,8.0,0.0564785752848561
9.0,0.8,0.04,0.15,8.0,0.07905399193950492
2.0,0.3,0.05,0.15,8.0,0.06722625554850818
2.0,0.3,0.07,0.15,14.0,0.09902452719320343
3.0,0.4,0.05,0.15,8.0,0.07980151655923781
